Sr_No,Furnished Status,Facing,Car Parking,Type of Ownership,Booking Amount,Buy Total Price,CITY,PROPERTY_TYPE
1201,Unfurnished,West,not available,Freehold,0,675000,Island,Multi-family home for sale
1202,Unfurnished,North,available,Freehold,0,4650000,Island,Co-op for sale
1203,Unfurnished,East,available,Freehold,0,1695000,Island,Multi-family home for sale
1204,Unfurnished,South,available,Freehold,0,1050000,Island,Co-op for sale
1205,Unfurnished,West,available,Freehold,0,1200000,Island,Condo for sale
1206,Unfurnished,North,available,Freehold,0,625000,Island,Multi-family home for sale
1207,Unfurnished,East,available,Freehold,0,649950,Island,House for sale
1208,Unfurnished,South,available,Freehold,0,450000,Island,House for sale
1209,Unfurnished,West,available,Freehold,0,3450000,Island,For sale
1210,Unfurnished,North,available,Freehold,0,995000,Island,Co-op for sale
1211,Unfurnished,East,available,Freehold,0,795000,Island,Co-op for sale
1212,Unfurnished,South,available,Freehold,0,1775000,Island,Co-op for sale
1213,Unfurnished,West,available,Freehold,0,1295000,Island,Condo for sale
1214,Unfurnished,North,available,Freehold,0,975000,Island,Condo for sale
1215,Unfurnished,East,available,Freehold,0,1100000,Island,Condo for sale
1216,Unfurnished,South,available,Freehold,0,549950,Island,Co-op for sale
1217,Unfurnished,West,available,Freehold,0,295000,Island,Contingent
1218,Unfurnished,North,available,Freehold,0,2600000,Island,Multi-family home for sale
1219,Unfurnished,East,available,Freehold,0,700000,Island,Townhouse for sale
1220,Unfurnished,South,available,Freehold,0,3950000,Island,Condo for sale
1221,Unfurnished,West,available,Freehold,0,1500000,Island,Condo for sale
1222,Unfurnished,North,available,Freehold,0,1350000,Island,Condo for sale
1223,Unfurnished,East,available,Freehold,0,900000,Island,Multi-family home for sale
1224,Unfurnished,South,available,Freehold,0,2750000,Island,Multi-family home for sale
1225,Unfurnished,West,available,Freehold,0,699500,Island,Land for sale
1226,Unfurnished,North,available,Freehold,0,799950,Island,Condo for sale
1227,Furnished,East,available,Freehold,0,2895000,Island,Land for sale
1228,Unfurnished,South,available,Freehold,0,799950,Island,Land for sale
1229,Unfurnished,West,available,Freehold,0,2250000,Island,Foreclosure
1230,Unfurnished,North,available,Freehold,0,1125000,Island,Condo for sale
1231,Unfurnished,East,available,Freehold,0,2020000,Island,Condo for sale
1232,Unfurnished,South,available,Freehold,0,975000,Island,Townhouse for sale
1233,Unfurnished,West,available,Freehold,0,1595000,Island,Condo for sale
1234,Unfurnished,North,available,Freehold,0,850000,Island,Multi-family home for sale
1235,Unfurnished,East,available,Freehold,0,570000,Island,Pending
1236,Unfurnished,South,available,Freehold,0,2400000,Island,House for sale
1237,Unfurnished,West,available,Freehold,0,475000,Island,House for sale
1238,Unfurnished,North,available,Freehold,0,800000,Island,House for sale
1239,Unfurnished,East,available,Freehold,0,950000,Island,Condo for sale
1240,Unfurnished,South,available,Freehold,0,1200000,Island,For sale
1241,Unfurnished,West,available,Freehold,0,3250000,Island,House for sale
1242,Unfurnished,North,available,Freehold,0,2375000,Island,Condo for sale
1243,Unfurnished,East,available,Freehold,0,650000,Island,Multi-family home for sale
1244,Furnished,South,available,Freehold,0,1295000,Island,Multi-family home for sale
1245,Unfurnished,West,available,Freehold,0,1000000,Island,Co-op for sale
1246,Unfurnished,North,available,Freehold,0,1885000,Island,Co-op for sale
1247,Unfurnished,East,available,Freehold,0,635000,Island,House for sale
1248,Unfurnished,South,available,Freehold,0,3495000,Island,House for sale
1249,Unfurnished,West,available,Freehold,0,1200000,Island,House for sale
1250,Unfurnished,North,available,Freehold,0,1200000,Island,Co-op for sale
1251,Unfurnished,East,available,Freehold,0,1600000,Island,House for sale
1252,Unfurnished,South,available,Freehold,0,799000,Island,For sale
1253,Unfurnished,West,available,Freehold,0,850000,Island,Coming Soon
1254,Unfurnished,North,available,Freehold,0,500000,Island,Pending
1255,Unfurnished,East,available,Freehold,0,2500000,Island,House for sale
1256,Unfurnished,South,available,Freehold,0,3950000,Island,House for sale
1257,Unfurnished,West,available,Freehold,0,2995000,Island,Condo for sale
1258,Furnished,North,available,Freehold,0,995000,Island,Pending
1259,Unfurnished,East,available,Freehold,0,2250000,Island,Townhouse for sale
1260,Unfurnished,South,available,Freehold,0,749950,Island,Pending
1261,Furnished,West,available,Freehold,0,420000,Island,House for sale
1262,Unfurnished,North,available,Freehold,0,424995,Island,House for sale
1263,Unfurnished,East,available,Freehold,0,2150000,Island,House for sale
1264,Unfurnished,South,available,Freehold,0,1500000,Island,Multi-family home for sale
1265,Furnished,West,available,Freehold,0,1575000,Island,House for sale
1266,Unfurnished,North,available,Freehold,0,1500000,Island,Multi-family home for sale
1267,Unfurnished,East,available,Freehold,0,550000,Island,House for sale
1268,Unfurnished,South,available,Freehold,0,475000,Island,House for sale
1269,Unfurnished,West,available,Freehold,0,595000,Island,Townhouse for sale
1270,Furnished,North,available,Freehold,0,2250000,Island,House for sale
1271,Unfurnished,East,available,Freehold,0,755000,Island,Multi-family home for sale
1272,Unfurnished,South,available,Freehold,0,900000,Island,House for sale
1273,Unfurnished,West,available,Freehold,0,1990000,Island,House for sale
1274,Unfurnished,North,available,Freehold,0,1195000,Island,Co-op for sale
1275,Unfurnished,East,available,Freehold,0,450000,Island,House for sale
1276,Unfurnished,South,available,Freehold,0,325000,Island,Condo for sale
1277,Furnished,West,available,Freehold,0,1150000,Island,Condo for sale
1278,Unfurnished,North,available,Freehold,0,850000,Island,Condo for sale
1279,Unfurnished,East,available,Freehold,0,879000,Island,House for sale
1280,Unfurnished,South,available,Freehold,0,1295000,Island,Condo for sale
1281,Unfurnished,West,available,Freehold,0,575000,Island,House for sale
1282,Unfurnished,North,available,Freehold,0,4100000,Island,Co-op for sale
1283,Unfurnished,East,available,Freehold,0,1800000,Island,Multi-family home for sale
1284,Unfurnished,South,available,Freehold,0,649950,Island,Foreclosure
1285,Unfurnished,West,available,Freehold,0,899950,Island,Co-op for sale
1286,Unfurnished,North,available,Freehold,0,1999950,Island,Condo for sale
1287,Unfurnished,East,available,Freehold,0,1995000,Island,House for sale
1288,Unfurnished,South,available,Freehold,0,1595000,Island,Multi-family home for sale
1289,Unfurnished,West,available,Freehold,0,499000,Island,Townhouse for sale
1290,Unfurnished,North,available,Freehold,0,3410000,Island,Pending
1291,Unfurnished,East,available,Freehold,0,6750000,Island,House for sale
1292,Unfurnished,South,available,Freehold,0,2850000,Island,Townhouse for sale
1293,Unfurnished,West,available,Freehold,0,1895000,Island,Condo for sale
1294,Unfurnished,North,available,Freehold,0,1650000,Island,House for sale
1295,Unfurnished,East,available,Freehold,0,1225000,Island,House for sale
1296,Unfurnished,South,available,Freehold,0,1100000,Island,Co-op for sale
1297,Unfurnished,West,available,Freehold,0,1095000,Island,House for sale
1298,Unfurnished,North,available,Freehold,0,2395000,Island,House for sale
1299,Unfurnished,East,available,Freehold,0,550000,Island,House for sale
1300,Unfurnished,South,available,Freehold,0,1500000,Island,House for sale
1301,Unfurnished,South,available,Freehold,0,750000,Island,Condo for sale
1302,Unfurnished,North,available,Freehold,0,1150000,Island,For sale
1303,Furnished,North,available,Freehold,0,665000,Island,House for sale
1304,Unfurnished,East,available,Freehold,0,1250000,Island,House for sale
1305,Unfurnished,South,available,Freehold,0,1895000,Island,House for sale
1306,Unfurnished,West,available,Freehold,0,600000,Island,House for sale
1307,Unfurnished,North,available,Freehold,0,700000,Island,Co-op for sale
1308,Unfurnished,East,available,Freehold,0,2450000,Island,House for sale
1309,Unfurnished,South,available,Freehold,0,1750000,Island,Townhouse for sale
1310,Unfurnished,West,available,Freehold,0,895000,Island,House for sale
1311,Unfurnished,North,available,Freehold,0,1000000,Island,Condo for sale
1312,Unfurnished,East,available,Freehold,0,2300000,Island,Townhouse for sale
1313,Unfurnished,South,available,Freehold,0,375000,Island,House for sale
1314,Unfurnished,West,available,Freehold,0,2150000,Island,House for sale
1315,Unfurnished,North,available,Freehold,0,785000,Island,Townhouse for sale
1316,Unfurnished,East,available,Freehold,0,725000,Island,Co-op for sale
1317,Unfurnished,South,available,Freehold,0,2850000,Island,Pending
1318,Unfurnished,West,available,Freehold,0,5950000,Island,House for sale
1319,Unfurnished,North,available,Freehold,0,985000,Island,House for sale
1320,Unfurnished,East,available,Freehold,0,585000,Island,House for sale
1321,Unfurnished,South,available,Freehold,0,995000,Island,Townhouse for sale
1322,Unfurnished,West,available,Freehold,0,550000,Island,House for sale
1323,Unfurnished,North,available,Freehold,0,7300000,Island,Multi-family home for sale
1324,Unfurnished,East,available,Freehold,0,1250000,Island,House for sale
1325,Unfurnished,South,available,Freehold,0,3750000,Island,House for sale
1326,Unfurnished,West,available,Freehold,0,430000,Island,House for sale
1327,Unfurnished,North,available,Freehold,0,830000,Island,House for sale
1328,Unfurnished,East,available,Freehold,0,1100000,Island,House for sale
1329,Unfurnished,South,available,Freehold,0,3100000,Island,Multi-family home for sale
1330,Unfurnished,West,available,Freehold,0,925000,Island,House for sale
1331,Unfurnished,North,available,Freehold,0,2650000,Island,Townhouse for sale
1332,Unfurnished,East,available,Freehold,0,450000,Island,Townhouse for sale
1333,Unfurnished,South,available,Freehold,0,650000,Island,Contingent
1334,Unfurnished,West,available,Freehold,0,799950,Island,Condo for sale
1335,Unfurnished,North,available,Freehold,0,1250000,Island,House for sale
1336,Unfurnished,East,available,Freehold,0,2995000,Island,House for sale
1337,Furnished,South,available,Freehold,0,2250000,Island,House for sale
1338,Furnished,West,available,Freehold,0,2995000,Island,For sale
1339,Unfurnished,North,available,Freehold,0,1100000,Island,House for sale
1340,Unfurnished,East,available,Freehold,0,3350000,Island,Townhouse for sale
1341,Unfurnished,South,available,Freehold,0,775000,Island,Coming Soon
1342,Unfurnished,West,available,Freehold,0,800000,Island,House for sale
1343,Unfurnished,North,available,Freehold,0,1850000,Island,Townhouse for sale
1344,Unfurnished,East,available,Freehold,0,1500000,Island,Co-op for sale
1345,Unfurnished,South,available,Freehold,0,1695000,Island,House for sale
1346,Unfurnished,West,available,Freehold,0,750000,Island,House for sale
1347,Unfurnished,North,available,Freehold,0,1985000,Island,House for sale
1348,Unfurnished,East,available,Freehold,0,1100000,Island,House for sale
1349,Unfurnished,South,available,Freehold,0,650000,Island,Co-op for sale
1350,Unfurnished,West,available,Freehold,0,4500000,Island,For sale
1351,Unfurnished,North,available,Freehold,0,4750000,Island,House for sale
1352,Unfurnished,East,available,Freehold,0,995000,Island,Condo for sale
1353,Unfurnished,South,available,Freehold,0,2150000,Island,House for sale
1354,Unfurnished,West,available,Freehold,0,695000,Island,Condo for sale
1355,Unfurnished,North,available,Freehold,0,575000,Island,Co-op for sale
1356,Unfurnished,East,available,Freehold,0,1950000,Island,Co-op for sale
1357,Unfurnished,South,available,Freehold,0,2000000,Island,House for sale
1358,Unfurnished,West,available,Freehold,0,1100000,Island,Co-op for sale
1359,Unfurnished,North,available,Freehold,0,1550000,Island,House for sale
1360,Unfurnished,East,available,Freehold,0,649999,Island,Co-op for sale
1361,Unfurnished,South,available,Freehold,0,1500000,Island,House for sale
1362,Unfurnished,West,available,Freehold,0,725000,Island,Co-op for sale
1363,Unfurnished,North,available,Freehold,0,785000,Island,Multi-family home for sale
1364,Unfurnished,East,available,Freehold,0,400000,Island,Co-op for sale
1365,Unfurnished,South,available,Freehold,0,1395000,Island,House for sale
1366,Furnished,West,available,Freehold,0,799950,Island,Co-op for sale
1367,Unfurnished,North,available,Freehold,0,975000,Island,Co-op for sale
1368,Unfurnished,East,available,Freehold,0,4750000,Island,Multi-family home for sale
1369,Unfurnished,South,available,Freehold,0,899950,Island,House for sale
1370,Unfurnished,West,available,Freehold,0,925000,Island,Co-op for sale
1371,Unfurnished,North,not available,Freehold,0,1800000,Island,Co-op for sale
1372,Unfurnished,East,available,Freehold,0,2950000,Island,Townhouse for sale
1373,Unfurnished,South,available,Freehold,0,795000,Island,Co-op for sale
1374,Unfurnished,West,not available,Freehold,0,795000,Island,Co-op for sale
1375,Unfurnished,North,available,Freehold,0,499999,Island,Multi-family home for sale
1376,Unfurnished,East,available,Freehold,0,1450000,Island,Co-op for sale
1377,Unfurnished,South,not available,Freehold,0,780000,Island,Contingent
1378,Unfurnished,West,not available,Freehold,0,398000,Island,House for sale
1379,Unfurnished,North,available,Freehold,0,570000,Island,Townhouse for sale
1380,Unfurnished,East,not available,Freehold,0,625000,Island,Co-op for sale
1381,Unfurnished,South,available,Freehold,0,1150000,Island,House for sale
1382,Unfurnished,West,available,Freehold,0,655000,Island,Multi-family home for sale
1383,Unfurnished,North,not available,Freehold,0,375000,Island,Co-op for sale
1384,Unfurnished,East,not available,Freehold,0,2395000,Island,Co-op for sale
1385,Unfurnished,South,available,Freehold,0,670000,Island,Co-op for sale
1386,Unfurnished,West,available,Freehold,0,1450000,Island,Co-op for sale
1387,Unfurnished,North,available,Freehold,0,1750000,Island,Co-op for sale
1388,Unfurnished,East,not available,Freehold,0,2250000,Island,Co-op for sale
1389,Unfurnished,South,available,Freehold,0,1295000,Island,Condo for sale
1390,Unfurnished,West,not available,Freehold,0,1750000,Island,Condo for sale
1391,Unfurnished,North,available,Freehold,0,700000,Island,Co-op for sale
1392,Unfurnished,East,not available,Freehold,0,2100000,Island,Multi-family home for sale
