Sr_No,Carpet Area,Status,floor ,Transition type,Year Built,Price per sqft
1410,2184,Available for Sale,multiple,Not Available,2001,874999
1411,2184,Under Contract,multiple,Not Available,2006,324900
1412,2184,Active,multiple,Not Available,2013,97500
1413,702,Available for Sale,multiple,Not Available,2003,2200000
1414,525,Under Contract,multiple,Not Available,2004,999000
1415,2184,Active,multiple,Not Available,2012,550000
1416,750,Available for Sale,multiple,Not Available,2004,519999
1417,600,Under Contract,multiple,Not Available,2008,729000
1418,2184,Active,multiple,Not Available,2016,999999
1419,2184,Under Contract,multiple,Not Available,2024,2898555
1420,2184,Available for Sale,multiple,Not Available,2010,611999
1421,2184,Active,multiple,Not Available,2021,1500000
1422,945,Under Contract,multiple,Not Available,2011,5600000
1423,846,Active,multiple,Not Available,2018,299999
1424,2325,Available for Sale,multiple,Not Available,2010,2358000
1425,2184,Under Contract,multiple,Not Available,2022,748888
1426,2184,Active,multiple,Not Available,2023,630000
1427,1200,Under Contract,multiple,Not Available,2015,1389000
1428,975,Available for Sale,multiple,Not Available,2020,319000
1429,2184,Active,multiple,Not Available,2016,319000
1430,998,Under Contract,multiple,Not Available,2021,1250000
1431,2184,Available for Sale,multiple,Not Available,2011,1199000
1432,975,Under Contract,multiple,Not Available,2024,1500000
1433,788,Active,multiple,Not Available,2017,780000
1434,1125,Available for Sale,multiple,Not Available,2012,350000
1435,2184,Under Contract,multiple,Not Available,2008,255000
1436,900,Active,multiple,Not Available,2014,649000
1437,1116,Available for Sale,multiple,Not Available,2020,1480000
1438,1035,Under Contract,multiple,Not Available,2002,628000
1439,2184,Active,multiple,Not Available,2010,190000
1440,1800,Under Contract,multiple,Not Available,2004,450000
1441,2184,Available for Sale,multiple,Not Available,2018,2473888
1442,2184,Active,multiple,Not Available,2014,785000
1443,2184,Under Contract,multiple,Not Available,2021,699900
1444,788,Available for Sale,multiple,Not Available,2012,2495000
1445,788,Under Contract,multiple,Not Available,2006,149999
1446,600,Active,multiple,Not Available,2010,208000
1447,1334,Available for Sale,multiple,Not Available,2008,172800
1448,3720,Under Contract,multiple,Not Available,2023,1768888
1449,640,Active,multiple,Not Available,2018,1239998
1450,2184,Available for Sale,multiple,Not Available,2002,1699000
1451,9000,Under Contract,multiple,Not Available,2004,1350000
1452,3000,Active,multiple,Not Available,2013,889000
1453,1456,Under Contract,multiple,Not Available,2024,1300000
1454,2200,Available for Sale,multiple,Not Available,2011,310000
1455,800,Active,multiple,Not Available,2023,11000000
1456,1518,Under Contract,multiple,Not Available,2000,1149000
1457,2184,Available for Sale,multiple,Not Available,2020,239900
1458,10500,Under Contract,multiple,Not Available,2009,257000
1459,2828,Active,multiple,Not Available,2023,1090000
1460,1500,Available for Sale,multiple,Not Available,2012,799999
1461,2600,Under Contract,multiple,Not Available,2016,2045000
1462,1253,Active,multiple,Not Available,2010,1195000
1463,2183,Available for Sale,multiple,Not Available,2001,340000
1464,1321,Under Contract,multiple,Not Available,2019,1375000
1465,850,Active,multiple,Not Available,2010,749000
1466,2100,Under Contract,multiple,Not Available,2007,1399000
1467,1332,Available for Sale,multiple,Not Available,2016,775000
1468,3640,Active,multiple,Not Available,2006,1090000
1469,2184,Under Contract,multiple,Not Available,2020,340000
1470,2184,Available for Sale,multiple,Not Available,2015,948000
1471,780,Under Contract,multiple,Not Available,2008,1399000
1472,2184,Active,multiple,Not Available,2024,880000
1473,2184,Available for Sale,multiple,Not Available,2005,699000
1474,2184,Under Contract,multiple,Not Available,2005,2250000
1475,925,Active,multiple,Not Available,2021,319000
1476,2184,Available for Sale,multiple,Not Available,2019,1300000
1477,1565,Under Contract,multiple,Not Available,2015,729000
1478,2184,Active,multiple,Not Available,2013,425000
1479,3305,Under Contract,multiple,Not Available,2005,399000
1480,830,Available for Sale,multiple,Not Available,2020,625000
1481,2184,Active,multiple,Not Available,2011,269000
1482,3375,Available for Sale,multiple,Not Available,2014,449000
1483,3192,Under Contract,multiple,Not Available,2007,699000
1484,1281,Active,multiple,Not Available,2001,550000
1485,1058,Available for Sale,multiple,Not Available,2021,799900
1486,2184,Under Contract,multiple,Not Available,2017,758000
1487,2184,Active,multiple,Not Available,2002,829000
1488,2184,Under Contract,multiple,Not Available,2002,789000
1489,1200,Available for Sale,multiple,Not Available,2000,24990000
1490,1300,Active,multiple,Not Available,2019,2250000
1491,2184,Under Contract,multiple,Not Available,2021,359000
1492,2184,Available for Sale,multiple,Not Available,2014,1439000
1493,850,Under Contract,multiple,Not Available,2024,1050000
1494,2184,Active,multiple,Not Available,2020,134500
1495,2184,Available for Sale,multiple,Not Available,2013,11900000
1496,2280,Under Contract,multiple,Not Available,2020,270000
1497,381,Active,multiple,Not Available,2016,2280000
1498,850,Available for Sale,multiple,Not Available,2018,278999
1499,381,Under Contract,multiple,Not Available,2003,2280000
1500,2184,Active,multiple,Not Available,2013,625000
1501,1400,Under Contract,multiple,Not Available,2003,270000
1502,2184,Available for Sale,multiple,Not Available,2000,605000
1503,1120,Active,multiple,Not Available,2012,529000
1504,756,Available for Sale,multiple,Not Available,2011,1050000
1505,2184,Under Contract,multiple,Not Available,2008,225000
1506,1098,Active,multiple,Not Available,2022,1049000
1507,3068,Available for Sale,multiple,Not Available,2009,259000
1508,1344,Under Contract,multiple,Not Available,2016,599000
1509,2184,Active,multiple,Not Available,2001,675000
1510,1900,Under Contract,multiple,Not Available,2004,3595000
1511,500,Available for Sale,multiple,Not Available,2006,789000
1512,2184,Active,multiple,Not Available,2019,998000
1513,2184,Under Contract,multiple,Not Available,2011,889000
1514,1253,Available for Sale,multiple,Not Available,2020,825000
1515,3980,Under Contract,multiple,Not Available,2004,599999
1516,2184,under construction,multiple,Not Available,2024,10999000
1517,800,Available for Sale,multiple,Not Available,2005,2750000
1518,3600,Active,multiple,Not Available,2013,649000
1519,1400,Available for Sale,multiple,Not Available,2000,989000
1520,2184,Under Contract,multiple,Not Available,2017,357000
1521,1217,Active,multiple,Not Available,2022,25000000
1522,2116,Available for Sale,multiple,Not Available,2012,119888
1523,1280,Under Contract,multiple,Not Available,2019,1099999
1524,2150,Active,multiple,Not Available,2016,749000
1525,2129,Under Contract,multiple,Not Available,2022,589999
1526,2184,Available for Sale,multiple,Not Available,2020,6995000
1527,720,Active,multiple,Not Available,2001,22500000
1528,650,Under Contract,multiple,Not Available,2015,749000
1529,650,Available for Sale,multiple,Not Available,2018,499000
1530,2184,Under Contract,multiple,Not Available,2024,859000
1531,1200,Available for Sale,multiple,Not Available,2017,599999
1532,1250,Active,multiple,Not Available,2014,899000
1533,1188,Available for Sale,multiple,Not Available,2013,315000
1534,1252,Under Contract,multiple,Not Available,2006,1999999
1535,3655,Active,multiple,Not Available,2002,950000
1536,1957,Available for Sale,multiple,Not Available,2008,13950000
1537,1482,Under Contract,multiple,Not Available,2000,1399000
1538,2100,Active,multiple,Not Available,2021,595000
1539,2082,Under Contract,multiple,Not Available,2003,1618000
1540,2184,Available for Sale,multiple,Not Available,2023,485000
1541,2184,Active,multiple,Not Available,2002,748000
1542,2184,Under Contract,multiple,Not Available,2019,1100000
1543,2184,Available for Sale,multiple,Not Available,2012,3995000
1544,2184,Under Contract,multiple,Not Available,2024,659000
1545,2082,Available for Sale,multiple,Not Available,2010,1099000
1546,2100,Active,multiple,Not Available,2021,319000
1547,2184,Available for Sale,multiple,Not Available,2010,999000
1548,807,Under Contract,multiple,Not Available,2009,398000
1549,950,Active,multiple,Not Available,2015,249000
1550,2754,Available for Sale,multiple,Not Available,2013,1299000
1551,2184,Under Contract,multiple,Not Available,2013,8950000
1552,6290,Active,multiple,Not Available,2018,750000
1553,2184,Available for Sale,multiple,Not Available,2007,1100000
1554,2184,Active,multiple,Not Available,2019,1275000
1555,2184,Available for Sale,multiple,Not Available,2021,689000
1556,2184,Under Contract,multiple,Not Available,2005,320000
1557,1875,Active,multiple,Not Available,2022,3995000
1558,2184,Available for Sale,multiple,Not Available,2009,1399000
1559,1260,Under Contract,multiple,Not Available,2018,395000
1560,1604,Active,multiple,Not Available,2011,1250000
1561,2184,Under Contract,multiple,Not Available,2018,719000
1562,2184,Available for Sale,multiple,Not Available,2004,795000
1563,2184,Active,multiple,Not Available,2014,1175000
1564,1875,Under Contract,multiple,Not Available,2013,4250000
1565,6290,Available for Sale,multiple,Not Available,2018,2500000
1566,1604,Under Contract,multiple,Not Available,2012,850000
1567,1260,Available for Sale,multiple,Not Available,2016,1350000
1568,2184,Active,multiple,Not Available,2015,929000
1569,2184,Available for Sale,multiple,Not Available,2016,549990
1570,3512,Under Contract,multiple,Not Available,2010,34000000
1571,2184,Active,multiple,Not Available,2012,1550000
1572,3600,Available for Sale,multiple,Not Available,2017,265000
1573,718,Under Contract,multiple,Not Available,2015,879000
1574,1027,Active,multiple,Not Available,2017,1200000
1575,2184,Available for Sale,multiple,Not Available,2011,7500000
1576,2184,Active,multiple,Not Available,2023,325000
1577,1440,Available for Sale,multiple,Not Available,2010,755000
1578,626,Under Contract,multiple,Not Available,2023,325000
1579,2800,under construction,multiple,Not Available,2024,1395000
1580,2184,under construction,multiple,Not Available,2024,649000
1581,1500,Active,multiple,Not Available,2003,499999
1582,1950,Under Contract,multiple,Not Available,2022,999998
1583,2184,Available for Sale,multiple,Not Available,2023,1358000
1584,550,Active,multiple,Not Available,2017,1650000
1585,2184,Under Contract,multiple,Not Available,2018,680000
1586,800,Available for Sale,multiple,Not Available,2011,258888
1587,2184,Under Contract,multiple,Not Available,2004,660000
1588,1484,Available for Sale,multiple,Not Available,2024,300000
1589,2184,Active,multiple,Not Available,2012,318888
1590,2184,Available for Sale,multiple,Not Available,2019,330000
1591,1525,Under Contract,multiple,Not Available,2011,747000
1592,5925,Active,multiple,Not Available,2006,699000
1593,3536,Available for Sale,multiple,Not Available,2003,875000
1594,684,Under Contract,multiple,Not Available,2019,385000
1595,2200,Active,multiple,Not Available,2000,985000
1596,1000,Available for Sale,multiple,Not Available,2008,349000
1597,3000,Active,multiple,Not Available,2009,5950000
1598,2940,Available for Sale,multiple,Not Available,2011,968000
1599,2266,Under Contract,multiple,Not Available,2013,569000
1600,1410,Active,multiple,Not Available,2018,238000
1601,1344,Under Contract,multiple,Not Available,2016,1200000
1602,1117,Available for Sale,multiple,Not Available,2013,4995000
1603,2184,Active,multiple,Not Available,2015,911600
1604,3024,Under Contract,multiple,Not Available,2017,598000
1605,750,Available for Sale,multiple,Not Available,2019,472000
1606,2184,Under Contract,multiple,Not Available,2018,549000
1607,1396,Available for Sale,multiple,Not Available,2018,3995000
1608,2184,Active,multiple,Not Available,2005,472000
1609,2184,Available for Sale,multiple,Not Available,2021,598000
1610,4125,Under Contract,multiple,Not Available,2008,1085000
1611,2288,Active,multiple,Not Available,2018,680000
1612,2184,Available for Sale,multiple,Not Available,2012,200000
1613,1188,Under Contract,multiple,Not Available,2014,210000
1614,2184,Active,multiple,Not Available,2022,525000
1615,780,Available for Sale,multiple,Not Available,2015,999000
1616,804,Active,multiple,Not Available,2003,1799000
1617,800,Available for Sale,multiple,Not Available,2014,1900000
1618,1890,Under Contract,multiple,Not Available,2005,519000
1619,1480,Active,multiple,Not Available,2006,728900
1620,750,Under Contract,multiple,Not Available,2011,549000
1621,2184,Available for Sale,multiple,Not Available,2013,2300000
1622,1960,Active,multiple,Not Available,2017,299999
1623,906,Under Contract,multiple,Not Available,2014,1800000
1624,975,Available for Sale,multiple,Not Available,2007,1195000
1625,1200,Under Contract,multiple,Not Available,2014,200000
1626,967,Available for Sale,multiple,Not Available,2004,2300000
1627,2184,Active,multiple,Not Available,2018,1800000
1628,2184,Available for Sale,multiple,Not Available,2001,299999
1629,3234,Under Contract,multiple,Not Available,2012,599000
1630,1262,Active,multiple,Not Available,2009,7500000
1631,2184,Available for Sale,multiple,Not Available,2019,1775000
1632,1376,Under Contract,multiple,Not Available,2008,1059000
1633,2184,Active,multiple,Not Available,2012,1288888
